Settore Merceologico Principale,Settore Merceologico Secondario,Insegna,Tipo via,Via,Civico,Codice via,ZD,Accesso,Isolato,Settore Storico Cf Preval,Superficie Vendita,Superficie Altri Usi
non alimentare,tabella speciale farmacie,NP,VIA,PLINIO CAIO SECONDO,11,2144,3,esterno,46,farmacia (articoli sussidiari),35.0,27.0
non alimentare,tabella speciale farmacie,NP,VIA,PLINIO CAIO SECONDO,1,2144,3,esterno,46,farmacia (articoli sussidiari),56.0,0.0
non alimentare,tabella speciale farmacie,NP,VIA,POLA,19,1156,9,esterno,279,farmacia (articoli sussidiari),40.0,33.0
non alimentare,tabella speciale farmacie,NP,VIA,PRIMATICCIO FRANCESCO,96,6646,6,esterno,69,farmacia (articoli sussidiari),48.0,64.0
non alimentare,tabella speciale farmacie,NP,VIA,QUARENGHI GIACOMO,40/1,7478,8,esterno,174,farmacia (articoli sussidiari),72.0,63.0
non alimentare,tabella speciale farmacie,NP,VIA,SAPONARO MICHELE,34,5432,5,esterno,98,farmacia (articoli sussidiari),66.0,108.0
non alimentare,tabella speciale farmacie,NP,VIA,SETTEMBRINI LUIGI,39,2127,2,esterno,31,farmacia (articoli sussidiari),40.0,61.0
non alimentare,tabella speciale farmacie,NP,VIA,TOLSTOI LEONE,17,5133,6,esterno,NP,farmacia (articoli sussidiari),121.0,51.0
non alimentare,tabella speciale farmacie,NP,VIA,VARANINI LUIGI,19,2288,2,esterno,327,farmacia (articoli sussidiari),44.0,20.0
non alimentare,tabella speciale farmacie,NP,VIA,VITRUVIO,39,2134,3,esterno,56,farmacia (articoli sussidiari),90.0,15.0
non alimentare,tabella speciale farmacie,NP,VLE,BRIANZA,23,2263,2,esterno,3,farmacia (articoli sussidiari),60.0,110.0
non alimentare,tabella speciale farmacie,NP,VLE,MONZA,325,2274,2,esterno,29,farmacia (articoli sussidiari),49.0,61.0
non alimentare,tabella speciale farmacie,NP,VLE,SAN GIMIGNANO,30,6613,6,esterno,28,farmacia (articoli sussidiari),76.0,28.0
non alimentare,tabella speciale farmacie,farmacia,CSO,DI PORTA TICINESE,50,541,1,esterno,215,farmacia (articoli sussidiari),60.0,0.0
non alimentare,tabella speciale farmacie,farmacia,CSO,MONFORTE,19,348,1,esterno,190,farmacia (articoli sussidiari),43.0,60.0
non alimentare,tabella speciale farmacie,farmacia,PLE,SELINUNTE,3,6566,7,esterno,245,farmacia (articoli sussidiari),60.0,30.0
non alimentare,tabella speciale farmacie,farmacia,PLE,SUSA,6,3101,4,esterno,213,farmacia (articoli sussidiari),50.0,195.0
non alimentare,tabella speciale farmacie,farmacia,PZA,BOLIVAR SIMONE,11,6129,6,esterno,152,farmacia (articoli sussidiari),50.0,20.0
non alimentare,tabella speciale farmacie,farmacia,VIA,ALTAMURA SAVERIO,20,6576,7,esterno,290,farmacia (articoli sussidiari),43.0,67.0
non alimentare,tabella speciale farmacie,farmacia,VIA,BELLEZZA GIOVANNI,2,4067,5,esterno,121,farmacia (articoli sussidiari),89.0,130.0
non alimentare,tabella speciale farmacie,farmacia,VIA,FALCK ENRICO,19/A,7438,8,esterno,13,farmacia (articoli sussidiari),20.0,16.0
non alimentare,tabella speciale farmacie,farmacia,VIA,FILZI FABIO,10,1190,2,esterno,310,farmacia (articoli sussidiari),58.0,92.0
non alimentare,tabella speciale farmacie,farmacia,VIA,F.LLI FRASCHINI,8,4355,5,esterno,NP,farmacia (articoli sussidiari),90.0,0.0
non alimentare,tabella speciale farmacie,farmacia,VIA,GIOIA MELCHIORRE,43,1108,9,esterno,287,farmacia (articoli sussidiari),31.0,0.0
non alimentare,tabella speciale farmacie,farmacia,VIA,MAC MAHON,111,7221,8,esterno,277,farmacia (articoli sussidiari),70.0,0.0
non alimentare,tabella speciale farmacie,farmacia,VIA,MERAVIGLI,12,614,1,esterno,374,farmacia (articoli sussidiari),42.0,13.0
non alimentare,tabella speciale farmacie,farmacia,VIA,PEZZOTTI GIOVANNI,61,5244,5,esterno,18,farmacia (articoli sussidiari),40.0,70.0
non alimentare,tabella speciale farmacie,farmacia,VIA,ROVERETO,14,2300,2,esterno,312,farmacia (articoli sussidiari),58.0,0.0
non alimentare,tabella speciale farmacie,farmacia,VIA,SAN PAOLO,7,212,1,esterno,385,farmacia (articoli sussidiari),47.0,0.0
non alimentare,tabella speciale farmacie,farmacia,VIA,SENATO,2,236,1,esterno,186,farmacia (articoli sussidiari),46.0,108.0
non alimentare,tabella speciale farmacie,farmacia,VIA,URBANO III,2,588,1,esterno,276,farmacia (articoli sussidiari),40.0,56.0
non alimentare,tabella speciale farmacie,farmacia,VIA,VAINA EUGENIO,2,4037,1,esterno,40,farmacia (articoli sussidiari),41.0,0.0
non alimentare,tabella speciale farmacie,farmacia,VLE,CERTOSA,121,7174,8,esterno,230,farmacia (articoli sussidiari),104.0,9.0
non alimentare,tabella speciale farmacie,farmacia,VLE,MONTE SANTO,12,1056,9,esterno,333,farmacia (articoli sussidiari),36.0,36.0
non alimentare,tabella speciale farmacie,farmacia barona,PZA,MIANI GUGLIELMO,3,5308,6,esterno,66,farmacia (articoli sussidiari),35.0,40.0
non alimentare,tabella speciale farmacie,farmacia bligny,VLE,BLIGNY,23/A,4045,5,esterno,89,farmacia (articoli sussidiari),126.0,120.0
non alimentare,tabella speciale farmacie,farmacia braccio,VIA,LAZZARETTO,19,2112,2,esterno,98,farmacia (articoli sussidiari),45.0,30.0
non alimentare,tabella speciale farmacie,farmacia caldarini,VIA,GROSSICH ANTONIO,11/15,2576,3,esterno,80,farmacia (articoli sussidiari),66.0,67.0
non alimentare,tabella speciale farmacie,farmacia castelvetro,VIA,PIERO DELLA FRANCESCA,38,7188,8,esterno,48,farmacia (articoli sussidiari),46.0,54.0
non alimentare,tabella speciale farmacie,farmacia centrale,VIA,SPADARI,11,518,1,esterno,440,farmacia (articoli sussidiari),69.0,0.0
non alimentare,tabella speciale farmacie,farmacia coni zugna,VLE,CONI ZUGNA,56,5110,6,esterno,37,farmacia (articoli sussidiari),38.0,0.0
non alimentare,tabella speciale farmacie,farmacia cordusio,VIA,CORDUSIO,2,627,1,esterno,410,farmacia (articoli sussidiari),90.0,45.0
non alimentare,tabella speciale farmacie,farmacia del parco snc.,VIA,PALMANOVA,152,2390,3,esterno,14,farmacia (articoli sussidiari),60.0,30.0
non alimentare,tabella speciale farmacie,farmacia dott.grilli,VIA,DOLCI CARLO,6,6555,7,esterno,255,farmacia (articoli sussidiari),80.0,100.0
non alimentare,tabella speciale farmacie,farmacia dott.metalla,VLE,UMBRIA,19,3145,4,esterno,177,farmacia (articoli sussidiari),80.0,15.0
non alimentare,tabella speciale farmacie,farmacia dott.sacchi b.,VIA,ANFOSSI AUGUSTO,9,3071,4,esterno,50,farmacia (articoli sussidiari),31.0,50.0
non alimentare,tabella speciale farmacie,farmacia dr. ambreck,VIA,STRADIVARI ANTONIO,1,2239,3,esterno,10,farmacia (articoli sussidiari),216.0,72.0
non alimentare,tabella speciale farmacie,farmacia foglia,VIA,SAN CALIMERO,1,4014,1,esterno,205,farmacia (articoli sussidiari),40.0,50.0
non alimentare,tabella speciale farmacie,farmacia formaggia,CSO,BUENOS AIRES,4,2129,3,esterno,141,farmacia (articoli sussidiari),74.0,15.0
non alimentare,tabella speciale farmacie,farmacia garimo,VIA,VITRUVIO,11,2134,3,esterno,58,farmacia (articoli sussidiari),39.0,8.0
non alimentare,tabella speciale farmacie,farmacia gastaldi,VIA,FACCIOLI CESARE,2,6772,7,esterno,136,farmacia (articoli sussidiari),198.0,190.0
non alimentare,tabella speciale farmacie,farmacia lanzani,VIA,LESSONA MICHELE,2,7490,8,esterno,98,farmacia (articoli sussidiari),150.0,0.0
non alimentare,tabella speciale farmacie,farmacia legnani,VIA,RASORI GIOVANNI,2,6190,7,esterno,217,farmacia (articoli sussidiari),118.0,0.0
non alimentare,tabella speciale farmacie,farmacia loreto,PLE,LORETO,7,2264,2,esterno,357,farmacia (articoli sussidiari),36.0,94.0
non alimentare,tabella speciale farmacie,farmacia moizio,CSO,VENTIDUE MARZO,37,3074,4,esterno,248,farmacia (articoli sussidiari),32.0,48.0
non alimentare,tabella speciale farmacie,farmacia montegani,VIA,BARRILI  ANTON GIULIO,20,5324,5,esterno,42,farmacia (articoli sussidiari),50.0,40.0
non alimentare,tabella speciale farmacie,farmacia omero,VIA,BARABINO NICOLO',3,4287,4,esterno,136,farmacia (articoli sussidiari),70.0,0.0
non alimentare,tabella speciale farmacie,farmacia oppezzo,VLE,RANZONI DANIELE,2,6297,7,esterno,205,farmacia (articoli sussidiari),70.0,97.0
non alimentare,tabella speciale farmacie,farmacia pesenti,VIA,CIAIA IGNAZIO,3/AB,1294,9,esterno,NP,farmacia (articoli sussidiari),140.0,80.0
non alimentare,tabella speciale farmacie,farmacia remotti,VLE,PREMUDA,10,3063,4,esterno,24,farmacia (articoli sussidiari),75.0,40.0
non alimentare,tabella speciale farmacie,farmacia s. antonio,VIA,ROSSI PELLEGRINO,44,1510,9,esterno,190,farmacia (articoli sussidiari),80.0,46.0
non alimentare,tabella speciale farmacie,farmacia s. camillo,PLE,MARTINI FERDINANDO,3,3219,4,esterno,83,farmacia (articoli sussidiari),94.0,0.0
non alimentare,tabella speciale farmacie,farmacia schiavio,VIA,CARDUCCI GIOSUE',11,602,1,esterno,290,farmacia (articoli sussidiari),29.0,55.0
non alimentare,tabella speciale farmacie,farmacia s. gottardo,VIA,PAVIA,1,5262,5,esterno,125,farmacia (articoli sussidiari),75.0,0.0
non alimentare,tabella speciale farmacie,farmacia s. michele,VLE,SAN MICHELE DEL CARSO,26,6212,7,esterno,260,farmacia (articoli sussidiari),42.0,28.0
non alimentare,tabella speciale farmacie,farmacia tommaseo,VIA,MASCHERONI LORENZO,16,6183,1,esterno,180,farmacia (articoli sussidiari),56.0,30.0
non alimentare,tabella speciale farmacie,farmacia ventrini,CSO,VENTIDUE MARZO,23,3074,4,esterno,36,farmacia (articoli sussidiari),66.0,96.0
non alimentare,tabella speciale farmacie,framacia,VIA,MAZZINI GIUSEPPE,12,516,1,esterno,445,farmacia (articoli sussidiari),43.0,137.0
non alimentare,tabella speciale farmacie,framacia,VIA,PADOVA,144,2275,2,esterno,283,farmacia (articoli sussidiari),64.0,50.0
non alimentare,tabella speciale farmacie,maggi dr.ssa p.bozzini,VIA,AMADEO GIAN ANTONIO,40,3228,3,esterno,200,farmacia (articoli sussidiari),38.0,72.0
non alimentare,tabella speciale farmacie,farmacia la piazzetta snc,VIA,LOPEZ SABATINO,3,7369,8,esterno,65,farmacia (articoli sussidiari),50.0,48.0
non alimentare,"tabella speciale farmacie, alimentare",NP,CSO,SEMPIONE,67,7137,8,esterno,40,farmacia (articoli sussidiari),70.0,15.0
non alimentare,"tabella speciale farmacie, alimentare",farmacia,VIA,SARPI FRA' PAOLO,53,7210,1,NP,NP,farmacia (articoli sussidiari),58.0,55.0
non alimentare,"tabella speciale farmacie, alimentare",farmacia lambrate,VIA,PACINI GIOVANNI,70,2571,3,NP,NP,farmacia (articoli sussidiari),68.0,48.0
non alimentare,tabella speciale monopolio,NP,ALZ,NAVIGLIO PAVESE,24,5161,6,esterno,75,bar tabacchi,16.0,61.0
non alimentare,tabella speciale monopolio,NP,CSO,LODI,11,4068,4,esterno,170,bigiotteria e chincaglieria,50.0,18.0
non alimentare,tabella speciale monopolio,NP,CSO,MAGENTA,25,604,1,esterno,340,cartoleria cancelleria,50.0,100.0
non alimentare,tabella speciale monopolio,NP,CSO,MATTEOTTI GIACOMO,3,218,1,esterno,362,gioielleria e oreficeria,170.0,0.0
non alimentare,tabella speciale monopolio,NP,CSO,VITTORIO EMANUELE II,37/B,214,1,esterno,316,profumeria,25.0,1.0
non alimentare,tabella speciale monopolio,NP,VIA,MEINA,3,1256,2,interno,NP,bigiotteria e chincaglieria,28.0,12.0
non alimentare,tabella speciale monopolio,NP,LGO,MURANI ORESTE,4,3234,3,NP,NP,"tabella speciale monopolio                                                    
;non alimentari ingenere",42.0,0.0
non alimentare,tabella speciale monopolio,NP,LGO,SCALABRINI GIOVANNI BATTISTA,2,5392,6,esterno,141,articoli per fumatori,43.0,20.0
non alimentare,tabella speciale monopolio,NP,FOR,BUONAPARTE,56,711,1,interno,996,articoli per fumatori,28.0,0.0
non alimentare,tabella speciale monopolio,NP,VLE,ARGONNE,32,3254,4,interno,999,edicola,18.0,0.0
non alimentare,tabella speciale monopolio,NP,PLE,CORVETTO LUIGI EMANUELE,7,4174,4,esterno,65,bar tabacchi,41.0,4.0
non alimentare,tabella speciale monopolio,NP,PZA,CAIAZZO,2,2259,3,esterno,23,apparecch. elettroniche,68.0,60.0
non alimentare,tabella speciale monopolio,NP,PZA,IMPERATORE TITO,6,3216,4,esterno,102,cartoleria cancelleria,25.0,6.0
non alimentare,tabella speciale monopolio,NP,PZA,MONTE FALTERONA,6,6558,7,esterno,252,cartoleria cancelleria,41.0,0.0
non alimentare,tabella speciale monopolio,NP,PZA,WAGNER RICCARDO,1,6247,7,esterno,215,cine-foto-ottica-art.scientifi,32.0,0.0
non alimentare,tabella speciale monopolio,NP,RIP,DI PTA TICINESE,33,5150,6,esterno,74,articoli sportivi,61.0,8.0
non alimentare,tabella speciale monopolio,NP,VIA,ANDEGARI,15,120,1,esterno,313,abbigliamento donna,14.0,16.0
non alimentare,tabella speciale monopolio,NP,VIA,BATTISTOTTI SASSI LUISA,24,3273,4,esterno,245,articoli per fumatori,36.0,60.0
non alimentare,tabella speciale monopolio,NP,VIA,BERGAMO,12,3189,4,esterno,63,cartoleria cancelleria,60.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,BIANCONI CARLO,7,4264,5,NP,109,bar tabacchi,20.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,BIGLI,16,224,1,esterno,314,articoli regalo,48.0,10.0
non alimentare,tabella speciale monopolio,NP,VIA,BINDA AMBROGIO,45,5298,6,esterno,43,bar tabacchi,19.0,56.0
non alimentare,tabella speciale monopolio,NP,VIA,BOIFAVA PIETRO,4,5341,5,esterno,63,bar tabacchi,20.0,54.0
non alimentare,tabella speciale monopolio,NP,VIA,CARDINALE MEZZOFANTI,37,3277,4,esterno,247,bar tabacchi,9.0,80.0
non alimentare,tabella speciale monopolio,NP,VIA,CARDUCCI GIOSUE',11,602,1,NP,290,cartoleria cancelleria,23.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,CUCCHIARI DOMENICO,9,7224,8,esterno,10,cartoleria cancelleria,30.0,8.0
non alimentare,tabella speciale monopolio,NP,VIA,DANTE ALIGHIERI,4,612,1,esterno,377,tessuti per abbigliamento,36.0,20.0
non alimentare,tabella speciale monopolio,NP,VIA,DEGLI IMBRIANI,55/A,1266,9,esterno,35,in attesa di revoca,40.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,DEI MISSAGLIA,97,5340,5,esterno,101,bigiotteria e chincaglieria,20.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,DELLA MOSCOVA,7,1016,1,esterno,179,profumeria,29.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,FREIKOFEL,14,4367,4,esterno,88,bar tabacchi,60.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,GIAMBELLINO,150,5136,6,esterno,135,cartoleria cancelleria,23.0,18.0
non alimentare,tabella speciale monopolio,NP,VIA,GIUSTI GIUSEPPE,34,7127,1,esterno,110,"valigeria, pelletteria",80.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,INGANNI ANGELO,103,6672,6,esterno,48,cartoleria cancelleria,30.0,5.0
non alimentare,tabella speciale monopolio,NP,VIA,MADONNINA,17,134,1,esterno,306,bigiotteria e chincaglieria,25.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,MANTOVA,3,4217,5,esterno,198,bigiotteria e chincaglieria,16.0,15.0
non alimentare,tabella speciale monopolio,NP,VIA,MARCO D'OGGIONO,10,5166,1,esterno,131,cartoleria cancelleria,25.0,15.0
non alimentare,tabella speciale monopolio,NP,VIA,MARIANI POMPEO,2,2490,2,NP,120,bar tabacchi,16.0,69.0
non alimentare,tabella speciale monopolio,NP,VIA,MARSALA,13,1035,1,esterno,86,cartoleria cancelleria,62.0,6.0
non alimentare,tabella speciale monopolio,NP,VIA,MEDA GIUSEPPE,18,5242,5,esterno,160,cartoleria cancelleria,20.0,8.0
non alimentare,tabella speciale monopolio,NP,VIA,MEUCCI ANTONIO,2,2497,2,esterno,135,cartoleria cancelleria,35.0,40.0
non alimentare,tabella speciale monopolio,NP,VIA,MONTE NAPOLEONE,18,219,1,esterno,259,bigiotteria e chincaglieria,19.0,10.0
non alimentare,tabella speciale monopolio,NP,VIA,NOVARA,62,6624,7,esterno,129,bar tabacchi,146.0,163.0
non alimentare,tabella speciale monopolio,NP,VIA,OREFICI,2,547,1,esterno,436,articoli per fumatori,20.0,40.0
non alimentare,tabella speciale monopolio,NP,VIA,ORNATO LUIGI,4,1591,9,esterno,70,cartoleria cancelleria,26.0,20.0
non alimentare,tabella speciale monopolio,NP,VIA,ORNATO LUIGI,67,1591,9,esterno,62,cartoleria cancelleria,23.0,15.0
non alimentare,tabella speciale monopolio,NP,VIA,PASCARELLA CESARE,22,7349,8,esterno,56,articoli per fumatori,34.0,2.0
non alimentare,tabella speciale monopolio,NP,VIA,PAULUCCI DI CALBOLI FULCIERI,4,1590,9,esterno,70,articoli regalo,40.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,PIERO DELLA FRANCESCA,6,7188,8,esterno,58,argenteria,47.0,15.0
non alimentare,tabella speciale monopolio,NP,VIA,PONALE,66,1616,9,esterno,29,bigiotteria e chincaglieria,27.0,6.0
non alimentare,tabella speciale monopolio,NP,VIA,SAN BERNARDO,32,4351,5,NP,NP,"tabella speciale monopolio                                                    
;cartoleria, cancelleria",35.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,SARPI FRA' PAOLO,27,7210,1,esterno,113,cartoleria cancelleria,9.0,51.0
non alimentare,tabella speciale monopolio,NP,VIA,SARPI FRA' PAOLO,62,7210,8,esterno,71,profumeria,28.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,SCROSATI LUIGI,8,6488,6,esterno,74,cartoleria cancelleria,24.0,10.0
non alimentare,tabella speciale monopolio,NP,VIA,S. GIOV. SUL MURO,8,609,1,esterno,291,profumeria,45.0,155.0
non alimentare,tabella speciale monopolio,NP,VIA,STAMPA,1,538,1,esterno,NP,articoli per fumatori,24.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,TADINO ALESSANDRO,15,2109,3,esterno,103,cartoleria cancelleria,24.0,4.0
non alimentare,tabella speciale monopolio,NP,VIA,TESIO FEDERICO,15,6471,7,esterno,118,articoli per fumatori,6.0,86.0
non alimentare,tabella speciale monopolio,NP,VIA,TORINO,77,543,1,esterno,350,cartoleria cancelleria,48.0,12.0
non alimentare,tabella speciale monopolio,NP,VIA,VAL TROMPIA,19,7494,8,esterno,27,cartoleria cancelleria,27.0,8.0
non alimentare,tabella speciale monopolio,NP,VIA,VARESINA,130,7290,8,esterno,195,cartoleria cancelleria,24.0,30.0
non alimentare,tabella speciale monopolio,NP,VLE,ABRUZZI,23,2177,3,esterno,51,articoli per fumatori,25.0,0.0
non alimentare,tabella speciale monopolio,NP,VLE,BRENTA,7,4151,4,esterno,48,cartoleria cancelleria,33.0,0.0
non alimentare,tabella speciale monopolio,NP,VLE,CORSICA,16,3262,4,NP,265,articoli per fumatori,20.0,70.0
non alimentare,tabella speciale monopolio,NP,VLE,JENNER EDOARDO,73,1230,9,interno,468,gioielleria - orologeria,125.0,0.0
non alimentare,tabella speciale monopolio,NP,VLE,MONTE NERO,14,3062,4,esterno,157,articoli per fumatori,16.0,0.0
non alimentare,tabella speciale monopolio,NP,VLE,MONZA,273,2274,2,esterno,73,bar tabacchi,8.0,46.0
non alimentare,tabella speciale monopolio,NP,VLE,RANZONI DANIELE,3,6297,7,esterno,2,cartoleria cancelleria,15.0,18.0
non alimentare,tabella speciale monopolio,NP,VLE,SERRA RENATO,57,6426,8,esterno,323,articoli per fumatori,20.0,15.0
non alimentare,tabella speciale monopolio,NP,VLE,TIBALDI,70,5234,5,NP,167,articoli per fumatori,10.0,55.0
non alimentare,tabella speciale monopolio,arredamento della casa,VIA,ORNATO LUIGI,15,1591,9,esterno,69,casalinghi,80.0,0.0
non alimentare,tabella speciale monopolio,art.profumeria cart.monop,VLE,UNGHERIA,50,3357,4,esterno,115,profumeria,8.0,92.0
non alimentare,tabella speciale monopolio,bar apollonio,VIA,COMELICO,11,3195,4,esterno,98,bar tabacchi,26.0,0.0
non alimentare,tabella speciale monopolio,bar brera,VIA,BRERA,23,122,1,esterno,298,bar tabacchi,46.0,0.0
non alimentare,tabella speciale monopolio,bar caffe  tabacchi,VIA,CASCINA BIANCA,24,5454,6,esterno,132,bar tabacchi,12.0,109.0
non alimentare,tabella speciale monopolio,bar tabacchi,VIA,CELESTINO IV,9,540,1,esterno,333,bar tabacchi,65.0,0.0
non alimentare,tabella speciale monopolio,bar tabacchi ricevitoria,CSO,SEMPIONE,49,7137,8,esterno,82,bar tabacchi,182.0,12.0
non alimentare,tabella speciale monopolio,bar time out tabacchi,VIA,BIONDI EZIO,1,7186,8,esterno,22,bar tabacchi,40.0,40.0
non alimentare,tabella speciale monopolio,biglietti a.t.m. tabacchi,VIA,LOSANNA,14,7190,8,interno,995,edicola,25.0,0.0
non alimentare,tabella speciale monopolio,caffe  firenze,PZA,FIRENZE,4,7173,8,esterno,7,bar tabacchi,15.0,45.0
non alimentare,tabella speciale monopolio,carte  e  arte,VIA,PORDENONE,38,2650,3,esterno,66,cartoleria cancelleria,24.0,6.0
non alimentare,tabella speciale monopolio,cartoleria,VIA,CAGNOLA LUIGI,6,7228,1,esterno,135,cartoleria cancelleria,75.0,0.0
non alimentare,tabella speciale monopolio,cartoleria,VIA,CUSAGO,2,6785,7,esterno,72,cartoleria cancelleria,38.0,0.0
non alimentare,tabella speciale monopolio,cartoleria,VIA,SALVINI TOMMASO,2,2175,1,esterno,21,cartoleria cancelleria,32.0,10.0
non alimentare,tabella speciale monopolio,cartoleria tabacchi,VIA,DELLE FORZE ARMATE,201,6643,7,esterno,181,cartoleria cancelleria,50.0,0.0
non alimentare,tabella speciale monopolio,distributore carburanti,VIA,PARETO VILFREDO,5,7440,8,esterno,187,articoli per fumatori,35.0,0.0
non alimentare,tabella speciale monopolio,edicola,CSO,VENEZIA,8,238,1,interno,NP,articoli per fumatori,12.0,0.0
non alimentare,tabella speciale monopolio,elite bar,VIA,PISANI VITTOR,12,1201,2,esterno,69,bar tabacchi,22.0,50.0
non alimentare,tabella speciale monopolio,el tabache  del vintitri,VIA,PADOVA,34,2275,2,esterno,353,bar tabacchi,36.0,0.0
non alimentare,tabella speciale monopolio,il  buffet della stazione,PLE,EGEO,8,1629,9,interno,9,bar tabacchi,46.0,122.0
non alimentare,tabella speciale monopolio,il ciocco,VLE,ABRUZZI,82,2177,3,esterno,40,orologeria,33.0,0.0
non alimentare,tabella speciale monopolio,il libraccio,VLE,VITTORIO VENETO,22,2107,2,esterno,134,libreria,180.0,0.0
non alimentare,tabella speciale monopolio,lorenzi,CSO,MAGENTA,1,604,1,esterno,343,coltelleria,27.0,3.0
non alimentare,tabella speciale monopolio,mapabu  cartoleria,VIA,VAL DI SOLE,22,4295,5,esterno,166,cartoleria cancelleria,55.0,0.0
non alimentare,tabella speciale monopolio,orlanducci,CSO,GENOVA,2,5164,1,esterno,455,bigiotteria e chincaglieria,38.0,0.0
non alimentare,tabella speciale monopolio,prada,GLL,VITTORIO EMANUELE,63/65,10,1,esterno,415,abbigliamento,235.0,0.0
non alimentare,tabella speciale monopolio,profumeria dansi,CSO,GENOVA,4,5164,1,esterno,455,profumeria,24.0,8.0
non alimentare,tabella speciale monopolio,profumeria ida,VIA,MEDA GIUSEPPE,35,5242,5,esterno,3,profumeria,25.0,0.0
non alimentare,tabella speciale monopolio,profumeria tiffany,VIA,CABELLA BARTOLOMEO,9,6778,7,esterno,152,profumeria,27.0,12.0
non alimentare,tabella speciale monopolio,punto e virgola,VIA,DE ANGELIS MICHELE,15,1527,9,esterno,122,cartoleria cancelleria,37.0,12.0
non alimentare,tabella speciale monopolio,ricevitoria,VIA,PADOVA,125,2275,2,esterno,280,articoli per fumatori,40.0,0.0
non alimentare,tabella speciale monopolio,stargate cafe,VIA,DELLA CHIESA ROSSA,25,5321,5,esterno,32,bar tabacchi,15.0,75.0
non alimentare,tabella speciale monopolio,tabaccheria,VIA,VAL TROMPIA,49,7494,8,esterno,31,articoli per fumatori,34.0,0.0
non alimentare,tabella speciale monopolio,tabaccheria cartoleria,VIA,MILLELIRE DOMENICO,20,6620,7,esterno,105,articoli per fumatori,40.0,0.0
non alimentare,tabella speciale monopolio,tabacchi,VIA,APPIANI ANDREA,11,1050,1,esterno,88,articoli per fumatori,43.0,0.0
non alimentare,tabella speciale monopolio,tabacchi,VIA,FIAMMA GALVANO,17,3079,4,esterno,26,articoli per fumatori,59.0,43.0
non alimentare,tabella speciale monopolio,tabacchi,VIA,VITRUVIO,32,2134,3,esterno,41,articoli per fumatori,18.0,18.0
non alimentare,tabella speciale monopolio,valigeria bianca,CSO,GARIBALDI GIUSEPPE,104,1010,1,esterno,86,"valigeria, pelletteria",101.0,0.0
non alimentare,tabella speciale monopolio,vecchio caffe  della ....,VIA,NATTA GIULIO,20,6860,8,esterno,80,bar tabacchi,40.0,47.0
non alimentare,tabella speciale monopolio,NP,CSO,GARIBALDI GIUSEPPE,72/3,1010,1,NP,NP,articoli per fumatori,15.0,10.0
non alimentare,tabella speciale monopolio,NP,VLE,MOLISE,61,3178,4,NP,NP,bar tabacchi,20.0,20.0
non alimentare,tabella speciale monopolio,bar tabacchi,VIA,DELL' UNIONE,2,521,1,esterno,444,bar tabacchi,2.0,10.0
non alimentare,tabella speciale monopolio,NP,PZA,SIGMUND FREUD,1,1705,9,NP,NP,cartoleria e generi di monopolio,21.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,CONSOLE MARCELLO,2,7278,8,esterno,257,articoli per fumatori,20.0,0.0
non alimentare,tabella speciale monopolio,NP,VIA,VARCHI BENEDETTO,4,1252,9,NP,NP,bar tabacchi,25.0,20.0
tabella speciale carburanti,NP,NP,VIA,DELLE ERBE,2,713,1,esterno,NP,in attesa di revoca,7.0,0.0
tabella speciale carburanti,NP,NP,CSO,INDIPENDENZA,18,3118,4,esterno,6,carburanti e lubrificanti,6.0,19.0
tabella speciale carburanti,NP,NP,LGO,MURANI ORESTE,2,3234,3,esterno,151,in attesa di revoca,3.0,3.0
tabella speciale carburanti,NP,NP,PLE,AQUILEIA,10,6205,7,esterno,273,carburanti e lubrificanti,30.0,0.0
tabella speciale carburanti,NP,NP,PLE,CORVETTO LUIGI EMANUELE,8,4174,4,NP,137,carburanti e lubrificanti,50.0,0.0
tabella speciale carburanti,NP,NP,PLE,LOTTO LORENZO,14,6539,8,esterno,166,carburanti e lubrificanti,30.0,0.0
tabella speciale carburanti,NP,NP,PZA,DEL ROSARIO,1,5088,6,esterno,25,carburanti e lubrificanti,3.0,2.0
tabella speciale carburanti,NP,NP,PZA,SEMPIONE,4,7111,1,esterno,135,in attesa di revoca,40.0,0.0
tabella speciale carburanti,NP,NP,VIA,ANTONINI GIACOMO,29,4250,5,NP,NP,tabella speciale carburanti,20.0,35.0
tabella speciale carburanti,NP,NP,VIA,ANTONINI GIACOMO,31,4250,5,esterno,95,carburanti e lubrificanti,40.0,120.0
tabella speciale carburanti,NP,NP,VIA,ARONA,SNC,7169,8,esterno,NP,carburanti e lubrificanti,12.0,0.0
tabella speciale carburanti,NP,NP,VIA,ARONA,15,7169,8,esterno,43,carburanti e lubrificanti,50.0,0.0
