,Tipo via tmp,Nome via tmp,Civico tmp,ZD tmp,Isolato,Accesso,Info plus
61,VIA,MOLINO DELLE ARMI trasloco,31,1,217; , accesso esterno; ,.7.06 num.019/21; 
62,VIA,MONTEFELTRO,6,8,188; , accesso esterno; , ; 
63,VIA,MURAT GIOACCHINO,60,9,020; ,, 7.4.08 tras.set.agricoltura; 
64,VIA,NEERA ANNA,46,5,,, 
65,VIA,PADOVA,60,2,140; , accesso esterno; , ; 
66,VIA,PADOVA,94,2,,, 
67,VIA,PADOVA,98,2,,, 
68,VIA,PIACENZA,12,5,,, 
69,VIA,POLLAK LEOPOLDO,3,7,129; ,, 7.4.08 tras.set.agricoltura; 
70,VIA,RIPAMONTI GIUSEPPE,204,5,,, 
71,VIA,ROCCA D'ANFO,4,9,091; ,, 7.4.08 trasm.sett.agricoltura; 
72,VIA,ROSSI PELLEGRINO,24,8,191; , accesso esterno; , ; 
73,VIA,SARPI FRA' PAOLO,53,1,,, 
74,VIA,SASSOFERRATO,1,1,192; , accesso esterno; , ; 
75,VIA,SETTEMBRINI LUIGI,34,3,,, 
76,VIA,SORESINA GIOVANNI BATTISTA,2,6,240; , accesso esterno; , ; 
77,VIA,TADINO ALESSANDRO,15,3,,, 
78,VIA,TADINO ALESSANDRO,48,3,,, 
79,VIA,TIEPOLO GIAN BATTISTA,60,3,,, 
80,VIA,TONALE,16,2,,, 
81,VIA,TRILUSSA,12,8,063; , accesso esterno; , ; 
82,VIA,VERRI PIETRO,1,1,363; , accesso interno; , ;via verri pietro 001; 
83,VIA,WASHINGTON GIORGIO,88,6,,, 
84,VIA,ZANTE,21,4,059; , accesso esterno; , ; 
85,VIA,ZANTE,30,4,,, 
86,VLE,ABRUZZI,19,3,,, 
87,VLE,ARETUSA,34,7,,, 
88,VLE,CRISPI FRANCESCO,2,2,318; , accesso interno; , interno superspacci alimentari; 
89,VLE,DELLE RIMEMBRANZE DI LAMBRATE,9,3,114; , accesso interno; , ; 
90,VLE,ESPINASSE CARLO,14,8,265; , accesso esterno; , ; 
91,VLE,LUNIGIANA,20,2,311; , accesso esterno; , ; 
92,VLE,PAPINIANO,12,6,,, 
93,RIP,DI PTA TICINESE,63,6,071; , accesso esterno; , ; 
94,VIA,SANTA MONICA,3,9,134; , accesso esterno; , ; 
95,VIA,BELLINI GENTILE,2,6,073; , accesso esterno; , ; 
96,VIA,SETTEMBRINI LUIGI,36,3,041; , accesso esterno; , ; 
97,CSO,MAGENTA,12,1,291; ,, 7.4.08 tras.set.agricoltura;cso magenta 012; 
98,VIA,OXILIA NINO,9,2,329; ,, produttore agricolo; 
99,VIA,RIPAMONTI GIUSEPPE,436,5,,, 
100,VIA,RIPAMONTI GIUSEPPE,549,5,501; ,, 7.4.08 tras.set.agricoltura; 
101,VIA,SELVANESCO,25,5,202; ,, 7.4.08 tras.set. agricoltura; 
102,VLE,TROYA CARLO,23,6,029; ,, 7.4.08 tras.sett.agricoltura; 
103,VIA,SAMMARTINI GIOVANNI BATTISTA,69,2,141; , accesso esterno; , ; 
104,VIA,MUZIO SCEVOLA,4,3,115; , accesso esterno; , ; 
105,ALZ,NAVIGLIO GRANDE,2,6,057; , accesso esterno; , ; 
106,ALZ,NAVIGLIO PAVESE,2,6,074; , accesso esterno; , ; 
107,ALZ,NAVIGLIO PAVESE,2,6,074; , accesso esterno; , ; 
108,ALZ,NAVIGLIO PAVESE,2,6,,, 
109,ALZ,NAVIGLIO PAVESE,34,6,,, 
110,ALZ,NAVIGLIO PAVESE,6,6,074; , accesso esterno; , ; 
111,BST,DI PORTA VENEZIA,1,1,018; , accesso esterno; , ; 
112,BST,DI PORTA VOLTA,9,1,084; , accesso esterno; , ; 
113,CSO,BUENOS AIRES,15,3,105; , accesso esterno; , ; 
114,CSO,COLOMBO CRISTOFORO,10,6,048; , accesso esterno; , ; 
115,CSO,COLOMBO CRISTOFORO,1,6,055; , accesso esterno; , ; 
116,CSO,DI PORTA NUOVA,32,1,088; , accesso esterno; , ; 
117,CSO,DI PORTA NUOVA,34,1,088; , accesso esterno; , ; 
118,CSO,DI PORTA ROMANA,103,1,038; , accesso esterno; , ; 
119,CSO,DI PORTA ROMANA,128,1,039; ,, ; 
120,CSO,DI PORTA ROMANA,1,1,394; , accesso esterno; , ;cso di porta romana 001; 
121,CSO,DI PORTA ROMANA,25,1,327; , accesso esterno; , ;cso di porta romana 025; 
122,CSO,DI PORTA ROMANA,44,1,270; ,, ;cso di porta romana 044; 
123,CSO,DI PORTA ROMANA,51,1,,, 
124,CSO,DI PORTA ROMANA,57,1,115; , accesso esterno; , ;cso di porta romana 057; 
125,CSO,DI PORTA ROMANA,94,1,,, 
126,CSO,DI PORTA TICINESE,96,1,,,/98 accesso esterno 
127,CSO,DI PORTA VIGENTINA,30,1,119; , accesso esterno; , ; 
128,CSO,DI PORTA VIGENTINA,32,1,119; , accesso esterno; , ; 
129,CSO,DI PORTA VITTORIA,42,1,033; , accesso esterno; , ; 
130,CSO,DI PORTA VITTORIA,46,1,033; ,, ; 
131,CSO,GARIBALDI GIUSEPPE,117,1,004; ,, ; 
132,CSO,GARIBALDI GIUSEPPE,12,1,244; ,, ; 
133,CSO,GARIBALDI GIUSEPPE,39,1,,, 
134,CSO,GARIBALDI GIUSEPPE,49,1,,, 
135,CSO,GARIBALDI GIUSEPPE,55,1,171; ,, ; 
136,CSO,GARIBALDI GIUSEPPE,75,1,171; , accesso esterno; , ; 
137,CSO,GARIBALDI GIUSEPPE,93,1,081; ,, ; 
138,CSO,GENOVA,15,1,217; , accesso esterno; , ; 
139,CSO,GENOVA,16,1,218; , accesso esterno; , ; 
140,CSO,GENOVA,19,1,132; , accesso esterno; , ; 
141,CSO,GENOVA,21,1,,, 
142,CSO,GENOVA,22,1,,, 
143,CSO,GENOVA,3,1,,, 
144,CSO,GENOVA,4,1,455; , accesso esterno; , ; 
145,CSO,INDIPENDENZA,20,4,007; , accesso esterno; , ; 
146,CSO,ITALIA,11,1,355; , accesso esterno; , ;cso italia 011; 
147,CSO,ITALIA,23,1,271; ,, presso societa' ras;cso italia 023; 
148,CSO,ITALIA,34,1,273; ,, ;cso italia 034; 
149,CSO,ITALIA,38,1,273; , accesso esterno; , ;cso italia 038; 
150,CSO,ITALIA,40,1,476; , accesso esterno; , ;cso italia 040; 
151,CSO,ITALIA,6,1,396; ,, ;cso italia 006; 
152,CSO,ITALIA,6,1,396; , accesso esterno; , ingresso via fieno;cso italia 006; 
153,CSO,LODI,105,4,,, 
154,CSO,LODI,107,4,026; , accesso esterno; , ; 
155,CSO,LODI,108,4,050; , accesso esterno; , ; 
156,CSO,LODI,108,4,050; , accesso esterno; , ; 
157,CSO,LODI,108,4,050; ,, ; 
158,CSO,LODI,113,4,053; ,, ; 
159,CSO,LODI,13,4,170; ,, ; 
160,CSO,LODI,26,5,198; ,, ; 
161,CSO,LODI,36,5,200; , accesso esterno; , ; 
162,CSO,LODI,80,4,024; , accesso esterno; , ; 
163,CSO,LODI,84,4,024; , accesso esterno; , ; 
164,CSO,LODI,90,4,024; ,, ; 
165,CSO,MAGENTA,30,1,291; , accesso esterno; , ;cso magenta 030; 
166,CSO,MAGENTA,78,1,145; , accesso esterno; , ;cso magenta 078; 
167,CSO,MAGENTA,87,1,068; ,, ;cso magenta 087; 
168,CSO,MONFORTE,25,1,098; , accesso esterno; , ;cso monforte 025; 
169,CSO,SAN GOTTARDO,12,5,094; , accesso esterno; , ; 
170,CSO,SAN GOTTARDO,15,5,095; ,, ; 
171,CSO,SAN GOTTARDO,30,5,094; , accesso esterno; , ; 
172,CSO,SAN GOTTARDO,41,5,114; ,, ; 
173,CSO,SAN GOTTARDO,49,5,128; ,, ; 
174,CSO,SAN GOTTARDO,51,5,128; , accesso esterno; , ; 
175,CSO,SAN GOTTARDO,8,5,094; , accesso esterno; , ; 
176,CSO,SEMPIONE,17,1,098; , accesso esterno; , ; 
177,CSO,SEMPIONE,34,8,059; ,, ; 
178,CSO,VENTIDUE MARZO,18,4,044; , accesso esterno; , ; 
179,CSO,VENTIDUE MARZO,23,4,036; , accesso esterno; , ; 
180,CSO,VENTIDUE MARZO,30,4,260; , accesso esterno; , ; 
181,CSO,VENTIDUE MARZO,36,4,260; ,, ; 
182,CSO,VENTIDUE MARZO,36,4,260; ,, ; 
183,CSO,VENTIDUE MARZO,40,4,260; , accesso esterno; , ; 
184,CSO,VENTIDUE MARZO,49,4,249; , accesso esterno; , ; 
185,CSO,VENTIDUE MARZO,5,4,,, 
186,CSO,VENTIDUE MARZO,63,4,252; , accesso esterno; , ; 
187,CSO,VERCELLI,14,7,216; , accesso esterno; , ; 
188,CSO,VERCELLI,37,7,235; , accesso esterno; , ; 
189,CSO,VERCELLI,9,7,236; , accesso esterno; , ; 
190,CSO,VITTORIO EMANUELE II,24,1,360; , accesso esterno; , ;cso vittorio emanuele ii 024; 
191,ff,cadorna,9501,1,,, num.014 ; 
192,FOR,BUONAPARTE,63,1,239; , accesso esterno; , ;for buonaparte 063; 
193,FOR,BUONAPARTE,63,1,,, 
194,GLL,DEL CORSO,4,1,360; , accesso esterno; , ;via beccaria cesare 005; 
195,GLL,SAN BABILA,004,1,264; ,,/b; 
196,GLL,UNIONE,4,1,470; ,, ;gll unione 004; 
197,LGO,BRASILIA,4,6,120; , accesso esterno; , ; 
198,LGO,DELLA CROCETTA,1,1,115; , accesso esterno; , ;lgo della crocetta 001; 
199,LGO,GUERRIERI GONZAGA ANSELMO,1,4,114; , accesso esterno; , box unificati 3 e 4.; 
200,LGO,GUERRIERI GONZAGA ANSELMO,1,4,114; , accesso interno; , inter.mercato comunale coperto; 
201,LGO,GUERRIERI GONZAGA ANSELMO,1,4,114; , accesso interno; , interno merc. comun. coperto; 
202,LGO,GUERRIERI GONZAGA ANSELMO,1,4,114; , accesso interno; , interno merc. comun. coperto; 
203,LGO,GUERRIERI GONZAGA ANSELMO,1,4,114; , accesso interno; , interno merc. comun. coperto; 
204,LGO,GUERRIERI GONZAGA ANSELMO,1,4,114; , accesso interno; , interno merc. comun. coperto; 
205,LGO,GUERRIERI GONZAGA ANSELMO,1,4,114; , accesso interno; , interno merc. comun. coperto; 
206,LGO,GUERRIERI GONZAGA ANSELMO,1,4,114; , accesso interno; , interno merc. comun. coperto; 
207,LGO,GUERRIERI GONZAGA ANSELMO,1,4,114; , accesso interno; , int. mercato comunale coperto; 
208,LGO,LA FOPPA,1,1,085; , accesso esterno; , ; 
209,LGO,MURANI ORESTE,2,3,151; , accesso esterno; , ; 
210,LGO,RICHINI FRANCESCO,14,1,326; , accesso esterno; , ;lgo richini francesco 014; 
211,LGO,RODARI GIANNI,2,4,271; , accesso esterno; , ; 
212,LGO,RODARI GIANNI,2,4,271; ,, ; 
213,LGO,SCALABRINI GIOVANNI BATTISTA,2,6,141; ,, ; 
214,LGO,SETTIMIO SEVERO,1,7,236; , accesso esterno; , ; 
215,LGO,USUELLI CELESTINO,1,3,094; , accesso esterno; , ; 
216,mm,,1,3,,, lima codvia 9108 num.000 ; accesso: accesso esterno; 
217,mm,,1,3,139; , accesso interno; , loreto codvia 9107 num.000 ; 
218,mm,,1,2,995; , accesso interno; , rovere codvia 9105 num.000 ; 
219,mm,,1,1,998; , accesso interno; , s. bab codvia 9111 num.000 ; 
220,mm,-staz. c,9209,3,,, num.000 ; 
221,PAS,DUOMO,2,1,436; , accesso esterno; , ;pas duomo 002; 
222,PLE,ACCURSIO FRANCESCO,4,8,294; ,, ; 
223,PLE,BACONE FRANCESCO,12,3,037; , accesso esterno; , ; 
224,PLE,BACONE FRANCESCO,6,3,037; , accesso esterno; , ; 
225,PLE,BAIAMONTI ANTONIO,2,9,,, 
226,PLE,BARACCA FRANCESCO,10,7,217; , accesso esterno; , ; 
227,PLE,CADORNA LUIGI,2,1,238; , accesso esterno; , ;ple cadorna luigi 002; 
228,PLE,CHIESA DAMIANO,11,8,344; , accesso esterno; , ; 
229,PLE,CORVETTO LUIGI EMANUELE,1,4,053; , accesso esterno; , ; 
230,PLE,CORVETTO LUIGI EMANUELE,3,4,057; , accesso esterno; , ; 
231,PLE,CORVETTO LUIGI EMANUELE,7,4,065; , accesso esterno; , ; 
232,PLE,CUOCO VINCENZO,5,4,130; ,, ; 
233,PLE,DI PORTA LODOVICA,6,5,098; ,, ; 
234,PLE,FERRARA,2,4,125; , accesso interno; , interno merc. comun. coperto; 
235,PLE,FERRARA,2,4,125; , accesso interno; , interno merc. comun. coperto; 
236,PLE,FERRARA,2,4,125; , accesso interno; , interno merc. comun. coperto; 
237,PLE,FERRARA,2,4,125; , accesso interno; , interno merc. comun. coperto; 
238,PLE,FERRARA,2,4,125; pto strada:cs; , accesso esterno; , interno merc. comun. coperto; 
239,PLE,FERRARA,2,4,125; pto strada:cs; , accesso interno; , interno merc. comun. coperto; 
240,PLE,FERRARA,2,4,125; pto strada:cs; , accesso interno; , interno merc. comun. coperto; 
241,PLE,FERRARA,2,4,125; , accesso interno; , ; 
242,PLE,GAMBARA VERONICA,5,7,019; , accesso esterno; , ; 
243,PLE,GORINI PAOLO,11,3,148; , accesso esterno; , ; 
244,PLE,GORINI PAOLO,2,3,162; , accesso esterno; , ; 
245,PLE,ISTRIA,1,9,028; , accesso esterno; , ; 
246,PLE,LAGOSTA,2,9,278; , accesso esterno; , ; 
247,PLE,LAGOSTA,6,9,279; , accesso esterno; , ; 
248,PLE,LAGOSTA,7,9,,, interno merc. comun. coperto; accesso: accesso esterno; 
249,PLE,LAGOSTA,7,9,,, interno merc. comun. coperto; accesso: accesso esterno; 
250,PLE,LAGOSTA,7,9,,, interno merc. comun. coperto; accesso: accesso interno; 
251,PLE,LAGOSTA,7,9,,, interno merc. comun. coperto; accesso: accesso interno; 
252,PLE,LAGOSTA,7,9,,, interno merc. comun. coperto; accesso: accesso interno; 
253,PLE,LAGOSTA,7,9,,, interno merc. comun. coperto; accesso: accesso interno; 
254,PLE,LAGOSTA,7,9,,, int. mercati comunali coperti; accesso: accesso esterno; 
255,PLE,LAGOSTA,7,9,,, int.mercato comunale coperto; accesso: accesso esterno; 
256,PLE,LAGOSTA,7,9,,, 
257,PLE,MACIACHINI CARLO,20,9,,, 
258,PLE,MACIACHINI CARLO,22,9,,, 
259,PLE,MARTINI FERDINANDO,10,4,078; , accesso esterno; , ; 
260,PLE,MARTINI FERDINANDO,1,4,063; , accesso esterno; , ; 
261,PLE,MARTINI FERDINANDO,1,4,063; , accesso esterno; , ; 
262,PLE,MARTINI FERDINANDO,2,4,077; , accesso esterno; , ; 
263,PLE,NIGRA COSTANTINO,2,9,097; , accesso esterno; , ; 
264,PLE,ROSA GABRIELE,11,4,127; , accesso esterno; , ; 
265,PLE,SIENA,4,7,191; , accesso esterno; , ; 
266,PLE,STAZIONE DI PORTA GENOVA,2,6,048; , accesso esterno; , ; 
267,PLE,UDINE,1,3,066; , accesso esterno; , ; 
268,PLE,VELASQUEZ DIEGO,9,7,291; , accesso esterno; , ; 
269,PTA,GIORDANO UMBERTO,2,1,264; , accesso esterno; , ;pta giordano umberto 002; 
270,PZA,AMATI CARLO,1,7,270; , accesso esterno; , ; 
271,PZA,AMBROSOLI GIORGIO,3,7,240; ,, ; 
272,PZA,ARGENTINA,3,3,016; ,, ; 
273,PZA,ASPARI DOMENICO,2,3,168; , accesso esterno; , ; 
274,PZA,BAUSAN GIOVANNI,8,9,,, 
275,PZA,BOLIVAR SIMONE,3,6,152; ,, ; 
276,PZA,BOLIVAR SIMONE,6,6,085; ,, ; 
277,PZA,BOLIVAR SIMONE,7,6,,, 
278,PZA,BONOMELLI GEREMIA,4,5,048; , accesso esterno; , ; 
279,PZA,BOTTINI ENRICO,2,3,084; ,, ; 
280,PZA,BOTTINI ENRICO,4,3,084; , accesso esterno; , ; 
281,PZA,BOTTINI ENRICO,5,3,039; , accesso esterno; , ; 
282,PZA,CASTELLO,1,1,239; , accesso esterno; , ;pza castello 001; 
283,PZA,CASTELLO,1,1,239; ,, ;pza castello 001; 
284,PZA,CORDUSIO interno,1,1,996; , accesso interno; , num.000;ingresso via 9113 num.000; 
285,PZA,COSTANTINO,1,2,,,A 
286,PZA,DE ANGELI ERNESTO,2,7,212; ,, ; 
287,PZA,DEI MERCANTI,021,1,436; , accesso esterno; ,; 
288,PZA,DEL CARMINE,1,1,307; , accesso esterno; , ;pza del carmine 001; 
289,PZA,DEL CARMINE,1,1,307; , accesso esterno; , ;pza del carmine 001; 
290,PZA,DEL DUOMO,027,1,454; , accesso interno; ,; 
291,PZA,DELLA TRIVULZIANA,1,9,,, 
292,PZA,DEL TRICOLORE,4,1,001; ,, ; 
293,PZA,DERGANO,2,9,058; , accesso esterno; , ; 
294,PZA,DIAZ ARMANDO,6,1,448; , accesso esterno; , ;pza diaz armando 006; 
295,PZA,DONEGANI CARLO,6,3,079; , accesso esterno; , ; 
296,PZA,DONEGANI CARLO,6,3,079; ,, ; 
297,PZA,DUCA D'AOSTA interno staz. centrale box,2,2,,, num.000; accesso: accesso esterno; 
298,PZA,EMILIA,4,4,248; , accesso esterno; , ; 
299,PZA,FIRENZE,6,8,007; ,, ; 
300,PZA,FORTUNATO GIUSTINO,9,9,,, 
301,PZA,FUSINA ANDREA,3,3,,, box. n. 8 e 9.; 
302,PZA,FUSINA ANDREA,3,3,194; , accesso esterno; , inter.mercato comunale coperto; 
303,PZA,FUSINA ANDREA,3,3,195; , accesso interno; , interno merc. comun. coperto; 
304,PZA,FUSINA ANDREA,3,3,195; , accesso interno; , interno merc. comun. coperto; 
305,PZA,GARIBALDI ANITA,1,7,129; ,, ; 
306,PZA,GHIRLANDAIO DOMENICO,7,7,007; , accesso esterno; , ; 
307,PZA,GOBETTI PIETRO,6,3,038; , accesso esterno; , ; 
308,PZA,GOBETTI PIETRO,8,3,060; , accesso esterno; , ; 
309,PZA,GRAMSCI ANTONIO,10,8,062; ,, ; 
310,PZA,GUARDI FRANCESCO,15,3,188; , accesso esterno; , ; 
311,PZA,GUARDI FRANCESCO,4,3,189; , accesso esterno; , ; 
312,PZA,INSUBRIA,11,4,127; ,, ; 
313,PZA,LEGA LOMBARDA,3,1,124; , accesso esterno; , ; 
314,PZA,MELOZZO DA FORLI',7,7,188; , accesso esterno; , ; 
315,PZA,MIANI GUGLIELMO,2,6,065; , accesso esterno; , ; 
316,PZA,MIANI GUGLIELMO,2,6,,, 
317,PZA,MINNITI TITO,5,9,269; ,, ; 
318,PZA,MONTE FALTERONA,1,7,249; , accesso esterno; , ; 
319,PZA,MONTE FALTERONA,2,7,252; , accesso esterno; , ; 
320,PZA,MONTE FALTERONA,2,7,252; ,, ; 
321,PZA,MONTE FALTERONA,4,7,252; , accesso esterno; , ; 
322,PZA,MONTE TITANO,000,3,,,; 
323,PZA,MONTI GIOSIA,6,7,023; , accesso esterno; , ; 
324,PZA,MORBEGNO,2,2,330; , accesso esterno; , ; 
325,PZA,NAPOLI,33,6,,, 
326,PZA,OBERDAN GUGLIELMO,3,3,138; , accesso esterno; , ; 
327,PZA,OTTO NOVEMBRE,6,3,149; , accesso esterno; , ; 
328,PZA,PASOLINI GIUSEPPE,2,9,157; , accesso esterno; , ; 
329,PZA,PASOLINI GIUSEPPE,2,9,,, 
330,PZA,PO',10,7,267; , accesso esterno; , ; 
331,PZA,PREALPI,1,8,281; , accesso interno; , interno merc. comun. coperto; 
332,PZA,PREALPI,1,8,281; , accesso interno; , interno merc. comun. coperto; 
333,PZA,PREALPI,1,8,281; , accesso interno; , interno merc. comun. coperto; 
334,PZA,PREALPI,1,8,281; , accesso interno; , interno merc. comun. coperto; 
335,PZA,PREALPI,1,8,281; , accesso interno; , interno merc. comun. coperto; 
336,PZA,PREALPI,1,8,281; pto strada:cs; , accesso esterno; , interno merc. comun. coperto; 
337,PZA,PREALPI,1,8,281; pto strada:cs; , accesso esterno; , interno merc. comun. coperto; 
338,PZA,PREALPI,1,8,281; pto strada:cs; , accesso esterno; , interno merc. comun. coperto; 
339,PZA,PREALPI,1,8,281; pto strada:cs; , accesso esterno; , interno merc. comun. coperto; 
340,PZA,PREALPI,1,8,281; pto strada:cs; , accesso esterno; , interno merc. comun. coperto; 
341,PZA,PREALPI,1,8,281; pto strada:cs; , accesso esterno; , interno merc. comun. coperto; 
342,PZA,PREALPI,1,8,281; pto strada:cs; , accesso interno; , interno merc. comun. coperto; 
343,PZA,PREALPI,1,8,281; pto strada:cs; , accesso interno; , interno merc. comun. coperto; 
344,PZA,PREALPI,1,8,281; , accesso interno; , int. m.c.c.; 
345,PZA,PREALPI,1,8,281; pto strada:2 ; , accesso interno; , int. mercato comunale coperto; 
346,PZA,PREALPI,1,8,281; ,, int. mercato comunale coperto; 
347,PZA,PREALPI,5,8,302; ,, ; 
348,PZA,PREALPI,7,8,300; , accesso esterno; , ; 
349,PZA,PREALPI,7,8,300; , accesso esterno; , ; 
350,PZA,QUATTRO NOVEMBRE,4,2,247; , accesso esterno; , ; 
351,PZA,RISORGIMENTO,3,3,175; ,, ; 
352,PZA,RISORGIMENTO,4,4,003; , accesso esterno; , ; 
353,PZA,SAN CARLO,2,1,316; , accesso esterno; , ;pza san carlo 002; 
354,PZA,SAN LUIGI,5,4,020; , accesso esterno; , ; 
355,PZA,SAN MATERNO,10,3,012; , accesso esterno; , ; 
356,PZA,SAN MATERNO,2,3,009; , accesso esterno; , ; 
357,PZA,SAN MATERNO,8,3,012; ,, ; 
358,PZA,SAN MATERNO,8,3,,, 
359,PZA,SANTA FRANCESCA ROMANA,1,3,142; ,, ; 
360,PZA,SANT' AGOSTINO,18,1,,, 
361,PZA,SANTA MARIA BELTRADE,1,1,441; ,, ;pza santa maria beltrade 001; 
362,PZA,SANTA MARIA BELTRADE,2,1,440; , accesso esterno; , ;pza santa maria beltrade 002; 
363,PZA,SANT' AMBROGIO,16,1,282; , accesso esterno; , ;pza sant' ambrogio 016; 
364,PZA,SANT' EUSTORGIO,4,1,125; , accesso esterno; , ; 
365,PZA,SANT' EUSTORGIO,4,1,,, 
366,PZA,SCHIAVONE ANDREA,6,9,036; ,, con tacito rinnovo; 
367,PZA,SCHIAVONE ANDREA,8,9,036; , accesso esterno; , ; 
368,PZA,SEI FEBBRAIO,26,8,086; , accesso esterno; , ; 
369,PZA,SEMPIONE,6,1,136; , accesso esterno; , ; 
370,PZA,TIRANA,2,6,128; , accesso esterno; , ; 
371,PZA,TIRANA,2,6,128; ,, ; 
372,PZA,TIRANA,5,6,157; , accesso esterno; , ; 
373,PZA,VELASCA,5,1,356; ,, ;pza velasca 005; 
374,PZA,VELASCA,6,1,394; , accesso esterno; , ;pza velasca 006; 
375,PZA,VENTICINQUE APRILE,5,1,318; , accesso esterno; , ; 
376,PZA,VENTICINQUE APRILE,7,9,086; ,, ; 
377,PZA,VENTICINQUE APRILE,7,9,,, 
378,PZA,VENTICINQUE APRILE,9,9,317; , accesso esterno; , ; 
379,PZA,VENTIQUATTRO MAGGIO interno merc. comun. coperto,000,1,052; , accesso interno; ,; 
380,PZA,VENTIQUATTRO MAGGIO interno merc. comun. coperto,000,1,052; , accesso interno; ,; 
381,PZA,VENTIQUATTRO MAGGIO interno merc. comun. coperto,000,1,052; , accesso interno; ,; 
382,PZA,VENTIQUATTRO MAGGIO interno merc. comun. coperto,000,1,052; , accesso interno; ,; 
383,PZA,VENTIQUATTRO MAGGIO,10,5,127; ,, ; 
384,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , interno merc. comun. coperto; 
385,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , interno merc. comun. coperto; 
386,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , interno merc. comun. coperto; 
387,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , interno merc. comun. coperto; 
388,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , interno merc. comun. coperto; 
389,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , interno merc. comun. coperto; 
390,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , interno merc. comun. coperto; 
391,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , interno merc. comun. coperto; 
392,PZA,VENTIQUATTRO MAGGIO,1,5,052; pto strada:cs; , accesso interno; , interno merc. comun. coperto; 
393,PZA,VENTIQUATTRO MAGGIO,1,5,052; pto strada:cs; , accesso interno; , interno merc. comun. coperto; 
394,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso esterno; , int.m.c.c.; 
395,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , int. m.c.c.; 
396,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso interno; , int. mercato comunale coperto; 
397,PZA,VENTIQUATTRO MAGGIO,1,5,,, int. mercato comunale coperto; 
398,PZA,VENTIQUATTRO MAGGIO,6,5,,, 
399,PZA,VENTIQUATTRO MAGGIO,7,5,086; , accesso esterno; , ; 
400,PZA,WAGNER RICCARDO interno merc. comun. coperto,000,7,195; , accesso esterno; ,; 
401,PZA,WAGNER RICCARDO interno merc. comun. coperto,000,7,195; , accesso interno; ,; 
402,PZA,WAGNER RICCARDO interno merc. comun. coperto,000,7,195; , accesso interno; ,; 
403,PZA,WAGNER RICCARDO interno merc. comun. coperto,000,7,195; , accesso interno; ,; 
404,PZA,WAGNER RICCARDO interno merc. comun. coperto,000,7,195; , accesso interno; ,; 
405,PZA,WAGNER RICCARDO interno merc. comun. coperto,000,7,195; , accesso interno; ,; 
406,PZA,WAGNER RICCARDO interno merc. comun. coperto,004,7,195; , accesso interno; ,/mcc; 
407,PZA,WAGNER RICCARDO,13,7,215; , accesso esterno; , ; 
408,PZA,WAGNER RICCARDO,4,7,,, interno mercato comunale coper; 
409,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
410,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
411,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
412,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
413,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
414,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
415,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
416,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
417,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
418,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
419,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
420,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , interno merc. comun. coperto; 
421,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , int. mercato comunale coperto; 
422,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , int.mercato comunale coperto; 
423,PZA,WAGNER RICCARDO,4,7,195; , accesso interno; , m.c.c. box 30 e 31 unificati; 
424,RIP,DI PTA TICINESE,117,6,058; , accesso esterno; , ; 
425,RIP,DI PTA TICINESE,13,6,074; , accesso esterno; , ; 
426,RIP,DI PTA TICINESE,13,6,,, 
427,RIP,DI PTA TICINESE,19,6,074; ,, ; 
428,RIP,DI PTA TICINESE,33,6,,, 
429,RIP,DI PTA TICINESE,49,6,072; , accesso esterno; , ; 
430,RIP,DI PTA TICINESE,49,6,072; ,, ; 
431,RIP,DI PTA TICINESE,79,6,,, 
432,RIP,DI PTA TICINESE,9,6,074; ,, ; 
433,VIA,ABBAZIA,6,2,,, 
434,VIA,ADIGE,10,5,,, 
